gt_text,pred_text
非常にバカバカしいんですが,非常にばかばかしいんですが。
外人はすぐ声かけてくれますそれ何やってんの,大臣はすぐ声かけてくれますそれ何やってんの。
これは先々週行ったモンサンミッシェルです,これは先々週行ったモンサンミッシェルです。
解放されているという気分になってくるんです,解放されているという気分になってくるんです。
アイロンがなくてもエクストリームでなければいけないんですね,アイロンがなくてもエクストリームでなければいけないんです。
観光客がたくさん声をかけてくれます,観光客がたくさん声かけてくれ。
これを体感することができたんです,これを体感することができたんです。
本当に心が無になるんですね,本当に心がムになるんですね。
このアイロン,このアイロン。
ただのアイロンなんですけどね,ただのアイロンなんですけどね
目尻の笑顔のシワに変わっていくんです,目尻の笑顔のしわに変わっていくんです。
こういった行為が,こういった行為が。
あの第一人者といわれてます,第一人者といわれてます。
彼もこういった固定概念を,彼もこういった固定会議です。
人を動かすんではないんです,人を動かすんではないんです。
気付かせてくれたことを心から感謝したいと思い,気付かせてくれたことを心から感謝したいと思い。
薬の名をも,ふすりの名をも
友に逢うぞ嬉しき,友におぞうれしき
えー僕は能楽師という仕事をしています,僕は能楽師という仕事をしています。
よく友達にお能ってなんなんとか,よく友達にお能って何なん?とか。
こういうイメージを持っている人たちがあー多いと思います,こういうイメージを持ってる人たちが多いと思います。
えーそれはですね自分とのつながりを見つけるということです,それはですね自分とのつながりを見つけるということです。
能は日本の仮面劇です,能は日本の仮面劇です。
えーこの女性は平安時代のお化粧をしています,この女性は平安時代のお化粧をしています。
このように下の方を向けて行って,このように下の方を向けていって。
井筒という曲の中でえー登場する女性は,井筒という曲の中で登場する女性は。
徒なりと名にこそ立てれ,あだなりと何こそ立てれ。
かやうに詠みしも,かようによみしも。
能面に礼儀を尽くして扱うというその心が,能面に礼儀を尽くして扱うというその心が。
はいちょっとマイクがあれですけども,ちょっとマイクがあれですけども。
腰を落として摺り足をすることになります,腰を落としてすり足をすることになります。
旋回運動の舞いになります,旋回運動の満員になります。
お酒を飲むことができます,お酒を飲むことができます。
というような感じになるわけですね,というような感じになるわけですね。
幽玄と想像力が合わさったときには,幽玄と想像力が合わさった時には。
清水寺から春の京都を眺めるというシーンです,清水寺から春の京都を眺めるというシーンです。
花やあらん,花やらん。
えー九尾の狐を追って行くんですけれども,九尾の狐を追っていくんですけれども。
現れ出でしを狩人の,現れ出でしは恋人の
だんだん興味が湧いてきましたでしょうか,だんだん興味が湧いてきましたでしょうか。
想像力というのは人の心を豊かにします,想像力というのは人の心を豊かにします。
今を生きている芸能です,今を生きている芸能です。
皆さんこの二つの缶,皆さんこの2つの缶。
私の家では誕生日にパパがケーキを作ってくれていました,私の家では誕生日にパパがケーキを作ってくれていました。
今では家族や友達に色々な料理を作っています,今では家族や友達にいろいろな料理を作っています。
家族や友達が喜んでくれるのが嬉しいです,家族や友達が喜んでくれるのがうれしいです。
なんとか簡単にできる方法はないかなと思い,なんとか簡単にできる方法はないかなと思い。
分別するのにはこれが使えるとひらめきました,分別するのにはこれが使えるとひらめきました。
パパが今の動き面白いねと言いました,パパが今の動き面白いねと言いました。
空き缶をここに入れて行きます,空き缶をここに入れていきます。
ではやってみます,ではやってみます。
ここが一番実験を重ねそして楽しかったところです,ここが一番実験を重ねそして楽しかったところです。
スチール缶は右側に落ちました,スチール缶は右側に落ちました。
今度はスチール缶が磁石にくっついて止まってしまいました,今度はスチール缶が磁石にくっついて止まってしまいました。
スチール缶はましあー右側に落ちるようになりました,スチール缶は右側に落ちるようになりました。
思いついたアイディアは全部やりました,思いついたアイデアは全部やりました。
このゴミ箱は思いついてからすぐにできた訳ではありません,このゴミ箱は思いついてからすぐにできたわけではありません。
形にして行きました,形にしていきました。
ひらめきは遊びの中にあります,ひらめきは遊びの中にあります。
これが一番大切なことだと思います,これが一番大切なことだと思います。
ジャックの豆いやいやジャックと豆の木ですねみなさんご存知の,ジャックの豆の木ですね皆さんご存じの。
安くて宇宙に行くことができるようになったとすれば,安くて宇宙に行くことができるようになったとすれば。
どうでしょう,どうでしょう?
さすがに宇宙までですねタワーを立てるというのは不可能ですので,さすがに宇宙までですねタワーを立てるというのは不可能ですので。
そういったものになります,そういったものになります。
ではあーこの宇宙エレベーターの構成について,ではこの宇宙エレベーターの構成です。
そのおーえー静止軌道というのは,その静止軌道というのは。
それを落ちてこないようにするためにはこのステーションの外側に,それを落ちてこないようにするためにはこのステーションの外側に。
アンカー重りですね,安価おもりですね。
十万キロというとこれは月までの距離のおよそ四分の一,10万キロというとこれは月間の距離のおよそ4分の1。
従って宇宙エレベーターってえー不可能だねというふうに思われていたんですけれども,したがって宇宙エレベーターって不可能だねというふうに思われていたんですけれども。
でそのチューブの直径は数から数十ナノメーター,そのチューブの直径は数から数十ナノメーター。
まー二十年ぐらい前から,20年ぐらい前から。
ケーブルに沿って何度でもですねえー荷物を輸送することができます,ケーブルに沿って何度でも荷物を郵送することができます。
百分の一ぐらいになるというのはどれくらいかというと,100分の1ぐらいになるというのはどれぐらいかというと。
えー一般の人でも手の届くうー金額かと思います,一般の人でも手の届く金額かと思います。
従っていろんな分野で,したがっていろんな分野で。
新東名はあー全線開通に建設期間がだいたい二十五年,新東名は全線開通に建設期間が大体25年。
まだ二十年ぐらいしか経ってません二十年も経ってないんですね,まだ20年ぐらいしかたってません、20年もたってないんですね。
これがどういう風に動いてどういう力が掛かるか,これがどういうふうに動いてどういう力がかかるか。
これを通じてですねえーそのどういう構造にすればいいか,これを通じてどういう構造にすればいいか。
えーまたこういう競技会をね実際に見られると,またこういう教育会はね実際に見られると。
羽衣によって天まで昇っていくといういわゆる羽衣伝説ですね,箱の重によって天まで登っていくといういわゆる箱の門伝説です。
先ほどあの宇宙エレベーターを作るとき,先ほど宇宙エレベーター作る時。
えー小さな衛星で確かめてみようというですねそういう試みです,小さな衛星で確かめてみようというそういう試みです。
これを確かめようという衛星ですね,これを確かめようという衛星ですね。
現実味がないなぁという風に思っていました,現実味がないなというふうに思っていました。
それから宇宙テザーというですね,それから宇宙テザーというです。
実は宇宙エレベーターのケーブルこれがまさにこのテザーなんですね,実は宇宙エレベーターのケーブルこれがまさにこのテザーなんですね。
非常に憧れていたですね宇宙エレベーターというですねそういう研究に通じてくる,非常に憧れていた宇宙エレベーターというそういう研究に通じていく。
更にはあー宇宙エレベーターは国際協力が必要な非常に大きな巨大な事業です,更には宇宙エレベーターは国際協力が必要な非常に大きな巨大な事業です。
恐らくうー我々私も含めてえー今この中高年の人たちが,恐らく我々私も含めて今この中高年の人たちが
そういった完成に立ち会える可能性は十分あります,そういった感染に立ち会える可能性が十分あります。
現在はですねなかなかあー夢を追いかけるというのが難しいいー時代ですけれども,現在はですねなかなか夢を追いかけるというのが難しい時代ですけれども。
じゃあそういう宇宙エレベーターができたらどんな世界になるのかな,じゃあそういう宇宙エレベーターできたらどんな世界なの?
それをサイエンスファクトにしていく,それをサイエンスファクトにしていく。
自動運転車を当たり前のものとして広めていきたいと考え取り組んでいます,自動運転車を当たり前のものとして広めていきたいと考え取り組んでいます。
いよいよ実用化へという段階にきています,いよいよ実用化へという段階に来ています。
このように現在実証実験を進めている状況ですが,このように現在実証実験を進めている状況ですが。
なんと現状では地方のバス会社の八割以上が赤字なんです,なんと現状では地方のバス会社の8割以上が赤字なんです。
こういった現場で実際に課題を目にした時の気持ちが,こういった現場で実際に課題を目にした時の気持ちが。
今思い返してみると自動運転車の発想に近いですよね,今思い返してみると自動運転車の発送に近いですよね。
そんなインターネットの力を利用すれば,そんなインターネットの力を利用すれば。
世の中は身の回りのあらゆるものがインターネットに繋がる,世の中は身の回りのあらゆるものがインターネットにつながる。
ど真ん中のポジションにいることができて本当に面白いと感じています,ど真ん中のポジションにいることができて本当に面白いと感じています。
どこでも行ける自動運転車ではないでしょうか,どこでも行ける自動運転車ではないでしょうか。
そこで我々は決まったルートを走る自動運転のバスを公共交通として使うことで,そこで我々は決まったルートを走る自動運転のバスを公共交通として使うことで。
持続可能なサービスとは,持続可能なサービスとは。
そう考えています,そう考えています。
バス停で乗り降りするお客さんを確認したり,バス停で乗り降りするお客さんを確認したり。
走行中の車内を移動する人を自動で検知し運転を制御します,走行中の車内を移動する人を自動で検知し運転を制御します。
ということでここまで紹介した自動運転の実用化を早めるポイントを整理すると,ということでここまで紹介した自動運転の実用化を早めるポイントを整理すると。
これらの三つです,これらの3つです。
えー皆さんは携帯電話会社を選ぶ時に通信技術の高さで選びますか,皆さんは携帯電話会社を選ぶ時に通信技術の高さで選びますか?
時には格安の端末を用意したり,時には格安の端末を用意したり。
世の中に普及した自動運転車は,世の中に普及した自動運転車は。
案内された場所に実際に行く判断をして行動するのは人間でした,案内された場所に実際に行く判断をして行動するのは人間でした。
もっともっと広がる面白い世界になるはずです,もっともっと広がる面白い世界になるはずです。
道路では歩く人やバス大型トラックなどが行き交う,道路では歩く人やバス大型トラックなどがいます。
自動運転車を自在に呼び寄せることができる,自動運転車を自在に呼び寄せることができる。
しかもお店が運賃を負担してくれてゼロ円になることもある,しかもお店が運賃を負担してくれて0円になることもある。
自分が世界を変えるんだ自分が世界の最前線なんだと,自分が世界を変えるんだ自分が世界の最前線なんだと。
そのためにはインターネットの如く,そのためにはインターネットのごとく。
みなさんは今日帰る家がありますか,皆さんはきょう、買える家がありますか?
第二次世界大戦以降最悪と言われています,第2次世界大戦以降最悪といわれています。
ほとんどありませんが,ほとんどありませんが。
手がかりにしたいと思います,手がかりにしたいと思います。
帰る家や場所がなくなるようなものなんです,帰る家や場所がなくなるようなものなんです。
イメージしやすくなるかもしれません,イメージしやすくなるかもしれません。
難民ナウというラジオ番組について話します,難民ナウというラジオ番組について話します。
でその難民が発生した背景を理解することで,その難民が発生した背景を理解することで。
難民と聞くと,難民?と聞くと。
でも難民ナウというのは,でも難民になるというのは。
私自身の経験に深く結びついています,私自身の経験に深く結び付いています。
母親は大きな借金を背負って,母親は大きな借金を背負って。
二千三年のある日一枚のチラシがきっかけになって,2003年のある日、1枚のチラシがきっかけになって。
自分にもできることがしたいと思うようになりました,自分にもできることがしたいと思うようになりました。
この二つのキーワードから,この2つのキーワードから。
言葉の壁やさまざまな困難に直面していることを知りました,ことばの壁やさまざまな困難に直面していることを知りました。
そして幸せな人生を送って欲しい,そして幸せな人生を送ってほしい。
難民が直面する困難は本当にさまざまですが,難民が直面する困難は本当にさまざまですが。
そんなふうに感じています,そんなふうに感じています。
私は番組を始めるまで,私は番組を始めるまで。
ビジネスに取り組んでいる人がいます,ビジネスに取り組んでいる人がいます。
大きく変えるものでした,大きく変えるものでした。
その言葉の向こう側にある,その言葉の向こう側にある。
友達の大切な故郷に変わります,友達の大切なふるさとに変わります。
そういった意味においても,そういった意味においても、
まず難民問題を知って欲しいというメッセージを残しました,まず難民問題を知ってほしいというメッセージを残しました。
私は十二年前にこのチラシを手にしたことで,私は12年前にこのチラシを手にしたことで。
どうすれば伝わるのかというところから見直すと,どうすれば伝わるのかというところから見直すと。
今全国の大学生と一緒になって,今、全国の大学生と一緒になって。
最近になってシリアから返事が届くようになってきました,最近になって、シリアから返事が届くようになってきました。
現地の人たちとの小さな励みになっていると聞きました,現地の人たちとの小さな励みになっていると聞きました。
認定されたのが十一人でした,認定されたのは11人でした。
と問われているんだと思います,と問われているんだと思います。
だからこそ遠くのぼんやりとした悲しみである難民問題を,だからこそ遠くのぼんやりとした悲しみである難民問題を。
それが難民問題に大きな変化をもたらすと,それが難民問題に大きな変化をもたらすと。
悩みという言葉を聞いたら,悩みという言葉を聞いたら。
僕は小さい頃お母さんが好きお父さんが好き,僕は小さい頃お母さんが好きお父さんが好き。
でもそれ以上に僕を困らせてきた質問があります,でもそれ以上に僕を困らせてきた質問があります。
韓国人の父と日本人の母の間で生まれました,韓国人の父と日本人の母の間で生まれました。
僕が初めて学んだ言葉も中国語であり,僕が初めて学んだ言葉も中国語であり。
自分の母国語である韓国語と日本語は全然そうしゃべれなかったのです,自分の母国語である韓国語と日本語は全然そうしゃべれなかったのです。
そして何か属していないような気分がしました,そして何か属していないような気分がしました。
見た目の違いや言葉の不自由さによって差別をされることが問題視されていて,見た目の違いや言葉の不自由さによって差別をされることが問題視されていて。
学校でイジメられてないかと長々と質問を受けまくりました,学校でいじめられてないかと長々と質問を受けまくりました。
ちゃんと韓国で教育を受けたことのなかった僕が,ちゃんと韓国で教育を受けたことのなかった僕が。
このようなことを聞きました,このようなことを聞きました。
普通の韓国の学生に頑張ってなろうとしていたのです,普通の韓国の学生に頑張ってなろうとしていたのです。
日本に行ってみようじゃないかと思い始めました,日本に行ってみようじゃないかと思い始めました。
やっぱり普通の日本人に僕がなることもまできないよなと思いました,やっぱり普通の日本人に僕がなることもできないよなと思いました。
僕と似たような日本国籍は持っているが海外で育った,僕と似たような日本国籍は持っているが海外で育った。
何人かを問われた時はあっ僕は東アジア人ですと答えていました,何人かを問われた時はあっ僕は東アジア人ですと答えていました。
満二十二歳になる前までに,満22歳になる前までに。
ちょうどその頃韓国は国籍法が変わって二重国籍を認めるようになりましたが,ちょうどそのころ韓国は国籍法が変わって二重国籍を認めるようになりましたが。
そして日本では日本で二重国籍は認めないと,そして日本では日本で二重国籍は認めないと。
自分がやっと夢だと思っていた国際公務員にもなれないってことを知りました,自分がやっと夢だと思っていた国際公務員にもなれないってことを知りました。
僕はたくさん悩んだ中,僕はたくさん悩んだ中。
こんな悩みなんか人に言ってもわかってくれないでしょうと思ってしまったり,こんな悩みなんか人に言っても分かってくれないでしょと思ってしまったり。
無国籍者とは国籍をというステータスを持っていない,無国籍者と国籍用というステータスを持っていない。
図書館で偶然手に取ったこの無国籍という本を通じて知ることになりました,図書館で偶然手に取ったこの無国籍という本を通じて知ることになりました。
無国籍のストーリーテリングを行いこの問題を知らせていったり,無国籍のストーリーテイリングを行いこの問題を知らせていったり。
扱われてしまったりする境遇の中にいる人たちと出会うことができました,扱われてしまったりする境遇の中にいる人たちと出会うことができました。
しかし彼はこう言いました,しかし彼はこう言いました。
なにかしみじみと心の中に入ってきました,何かしみじみと心の中に入ってきました。
たとえ周りが望む答えに応えられなくても,たとえ周りが望む答えに応えられなくても。
大学三年生の頃僕は香港に留学をしていたのですが,大学3年生の頃僕は香港に留学をしていたのですが。
自分が生まれ育ったこの香港を大切に思う,自分が生まれ育ったこの香港を大切に思う。
僕は彼と生まれ育った場所も違うので,僕は彼と生まれ育った場所も違うので。
このように悩みに必死に向き合っている人たちがいるだろうなと思い,このように悩みに必死に向き合っている人たちがいるだろうなと思い。
ワンヤングワールドというサミットに参加でるできる機会がありました,ワイヤングワールドというサミットに参加できる機会がありました。
恵まれてない環境で生まれたと馬鹿にされ続けたが,恵まれてない環境で生まれたとバカにされ続けたが。
それぞれ異なるバックグラウンドの中異なる点も確かにたくさんありましたが,それぞれ異なるバックグラウンドの中異なる点も確かにたくさんありましたが。
